client_id,sess_id,avg_bitrate,session_data,q264,q396,q594,q891,q1337,q2085,q3127
5379.00,0.00,306.58,47520.00,21.00,10.00,0.00,0.00,0.00,0.00,0.00
5380.00,0.00,717.93,1155870.00,56.00,51.00,61.00,103.00,51.00,0.00,0.00
5380.00,1.00,264.00,6600.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
5381.00,0.00,572.75,168960.00,29.00,0.00,2.00,28.00,0.00,0.00,0.00
5382.00,0.00,738.39,3451960.00,89.00,182.00,220.00,292.00,151.00,1.00,0.00
5383.00,0.00,462.00,73920.00,11.00,3.00,18.00,0.00,0.00,0.00,0.00
5383.00,1.00,805.43,1639045.00,64.00,29.00,93.00,115.00,106.00,0.00,0.00
5384.00,0.00,264.00,7920.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
5384.00,1.00,753.23,3114595.00,109.00,179.00,136.00,216.00,187.00,0.00,0.00
5385.00,0.00,264.00,10560.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00
5386.00,0.00,787.20,3506965.00,84.00,162.00,170.00,282.00,188.00,4.00,1.00
5387.00,0.00,776.74,4089520.00,92.00,212.00,223.00,286.00,238.00,2.00,0.00
5387.00,1.00,855.23,3108775.00,75.00,106.00,127.00,173.00,244.00,2.00,0.00
5387.00,2.00,779.73,5578970.00,187.00,267.00,271.00,325.00,380.00,1.00,0.00
5388.00,0.00,584.85,1292515.00,87.00,126.00,104.00,97.00,28.00,0.00,0.00
5389.00,0.00,832.83,603800.00,27.00,33.00,5.00,21.00,59.00,0.00,0.00
5390.00,0.00,804.42,1186515.00,62.00,62.00,18.00,48.00,103.00,1.00,1.00
5391.00,0.00,733.28,3805740.00,146.00,203.00,183.00,324.00,180.00,2.00,0.00
5392.00,0.00,414.00,22770.00,6.00,0.00,5.00,0.00,0.00,0.00,0.00
5392.00,1.00,753.87,5262005.00,230.00,195.00,274.00,404.00,293.00,0.00,0.00
5393.00,0.00,819.98,1959745.00,68.00,48.00,85.00,151.00,124.00,2.00,0.00
5394.00,0.00,703.06,516750.00,20.00,26.00,39.00,41.00,21.00,0.00,0.00
5395.00,0.00,493.71,555420.00,51.00,95.00,53.00,14.00,12.00,0.00,0.00
5396.00,0.00,727.78,2077820.00,96.00,122.00,91.00,140.00,122.00,0.00,0.00
5397.00,0.00,836.59,4948405.00,98.00,134.00,216.00,449.00,286.00,0.00,0.00
5397.00,1.00,635.71,1265065.00,104.00,74.00,113.00,61.00,38.00,1.00,7.00
5398.00,0.00,286.00,8580.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00
5399.00,0.00,671.06,483165.00,18.00,40.00,29.00,39.00,18.00,0.00,0.00
5400.00,0.00,793.58,5293175.00,158.00,235.00,246.00,347.00,345.00,2.00,1.00
5400.00,1.00,723.75,3289430.00,56.00,264.00,203.00,225.00,158.00,3.00,0.00
5401.00,0.00,752.19,236940.00,13.00,0.00,2.00,48.00,0.00,0.00,0.00
5402.00,0.00,264.00,7920.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
5403.00,0.00,443.67,79860.00,11.00,12.00,11.00,2.00,0.00,0.00,0.00
5404.00,0.00,842.63,1596780.00,52.00,31.00,80.00,98.00,117.00,1.00,0.00
5405.00,0.00,319.44,39930.00,16.00,8.00,1.00,0.00,0.00,0.00,0.00
5406.00,0.00,286.00,42900.00,25.00,5.00,0.00,0.00,0.00,0.00,0.00
5407.00,0.00,727.84,651420.00,29.00,25.00,45.00,47.00,33.00,0.00,0.00
5408.00,0.00,690.99,2556665.00,140.00,141.00,160.00,171.00,128.00,0.00,0.00
5409.00,0.00,774.38,14500255.00,442.00,707.00,809.00,861.00,908.00,14.00,4.00
5410.00,0.00,797.17,3244465.00,121.00,145.00,149.00,140.00,259.00,0.00,0.00
5410.00,1.00,835.77,2724620.00,58.00,115.00,125.00,144.00,209.00,1.00,0.00
5410.00,2.00,702.58,217800.00,6.00,13.00,5.00,38.00,0.00,0.00,0.00
5410.00,3.00,661.62,1134670.00,68.00,99.00,70.00,32.00,73.00,1.00,0.00
5411.00,0.00,1011.38,4035390.00,42.00,73.00,137.00,101.00,444.00,1.00,0.00
5412.00,0.00,615.16,1854700.00,150.00,135.00,128.00,117.00,73.00,0.00,0.00
5412.00,1.00,798.06,1360690.00,42.00,25.00,86.00,115.00,73.00,0.00,0.00
5412.00,2.00,718.40,1515820.00,53.00,81.00,98.00,127.00,61.00,2.00,0.00
5412.00,3.00,751.05,138945.00,7.00,4.00,5.00,15.00,6.00,0.00,0.00
5412.00,4.00,508.51,223745.00,21.00,21.00,37.00,7.00,2.00,0.00,0.00
5413.00,0.00,264.00,5280.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
5414.00,0.00,742.56,1845260.00,51.00,132.00,130.00,48.00,134.00,2.00,0.00
5415.00,0.00,687.61,477890.00,11.00,36.00,42.00,30.00,20.00,0.00,0.00
5415.00,1.00,777.87,6759680.00,178.00,336.00,354.00,457.00,410.00,3.00,0.00
5415.00,2.00,778.82,8064710.00,295.00,369.00,369.00,507.00,523.00,6.00,2.00
5416.00,0.00,725.97,715085.00,15.00,29.00,64.00,66.00,23.00,0.00,0.00
5417.00,0.00,641.86,908225.00,55.00,53.00,72.00,77.00,26.00,0.00,0.00
5417.00,1.00,730.90,3829925.00,123.00,202.00,272.00,258.00,189.00,3.00,1.00
5418.00,0.00,352.00,26400.00,11.00,0.00,4.00,0.00,0.00,0.00,0.00
5418.00,1.00,715.97,282810.00,11.00,5.00,15.00,48.00,0.00,0.00,0.00
5419.00,0.00,741.67,3459900.00,90.00,192.00,251.00,217.00,179.00,2.00,2.00
5420.00,0.00,656.44,2094035.00,137.00,149.00,127.00,118.00,107.00,0.00,0.00
5420.00,1.00,708.51,1948405.00,105.00,108.00,136.00,68.00,133.00,0.00,0.00
5421.00,0.00,786.87,3824175.00,65.00,177.00,287.00,191.00,252.00,0.00,0.00
5422.00,0.00,301.71,10560.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00
5423.00,0.00,747.97,5422770.00,244.00,284.00,232.00,352.00,335.00,1.00,2.00
5424.00,0.00,264.00,7920.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
5425.00,0.00,264.00,15840.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00
5426.00,0.00,904.19,9860150.00,209.00,203.00,315.00,668.00,783.00,2.00,1.00
5427.00,0.00,722.82,845695.00,37.00,60.00,46.00,30.00,61.00,0.00,0.00
5428.00,0.00,754.34,8927650.00,332.00,434.00,509.00,549.00,533.00,9.00,1.00
5429.00,0.00,264.00,5280.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
5430.00,0.00,1005.58,1075970.00,21.00,23.00,18.00,34.00,117.00,0.00,1.00
5431.00,0.00,383.56,116985.00,29.00,24.00,3.00,5.00,0.00,0.00,0.00
5432.00,0.00,865.61,2709370.00,30.00,66.00,156.00,192.00,181.00,1.00,0.00
5433.00,0.00,842.50,6028120.00,171.00,201.00,251.00,341.00,465.00,0.00,2.00
5434.00,0.00,780.49,7157065.00,216.00,377.00,346.00,406.00,485.00,3.00,1.00
5435.00,0.00,801.04,5619310.00,146.00,215.00,282.00,413.00,346.00,1.00,0.00
5436.00,0.00,667.16,890660.00,13.00,80.00,70.00,86.00,17.00,1.00,0.00
5437.00,0.00,596.64,447480.00,42.00,18.00,30.00,60.00,0.00,0.00,0.00
5438.00,0.00,264.00,5280.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
5439.00,0.00,525.34,228525.00,16.00,23.00,35.00,13.00,0.00,0.00,0.00
5440.00,0.00,264.00,7920.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
5440.00,1.00,775.21,255820.00,10.00,28.00,0.00,0.00,28.00,0.00,0.00
5441.00,0.00,838.80,7981135.00,155.00,283.00,330.00,606.00,529.00,0.00,0.00
5442.00,0.00,854.96,867780.00,23.00,19.00,21.00,89.00,51.00,0.00,0.00
5443.00,0.00,688.80,2830980.00,127.00,130.00,219.00,250.00,96.00,0.00,0.00
5444.00,0.00,744.89,5959125.00,191.00,300.00,406.00,357.00,345.00,1.00,0.00
5444.00,1.00,813.58,1891570.00,39.00,103.00,49.00,169.00,101.00,0.00,4.00
5444.00,2.00,506.28,427810.00,82.00,26.00,31.00,11.00,19.00,0.00,0.00
5444.00,3.00,789.49,1034230.00,30.00,41.00,63.00,58.00,70.00,0.00,0.00
5445.00,0.00,594.17,121805.00,9.00,9.00,14.00,6.00,2.00,1.00,0.00
5446.00,0.00,780.46,854605.00,28.00,39.00,49.00,42.00,61.00,0.00,0.00
5447.00,0.00,793.23,6401345.00,205.00,293.00,279.00,395.00,440.00,2.00,0.00
5448.00,0.00,336.00,18480.00,5.00,6.00,0.00,0.00,0.00,0.00,0.00
5449.00,0.00,787.26,1499725.00,49.00,62.00,71.00,106.00,91.00,2.00,0.00
5449.00,1.00,692.83,1811740.00,97.00,138.00,90.00,98.00,94.00,3.00,3.00
5450.00,0.00,781.73,2016855.00,34.00,134.00,101.00,113.00,132.00,2.00,0.00
5451.00,0.00,791.70,415645.00,15.00,21.00,24.00,8.00,37.00,0.00,0.00
5451.00,1.00,627.77,134970.00,10.00,0.00,17.00,16.00,0.00,0.00,0.00
5451.00,2.00,784.73,7113535.00,233.00,304.00,323.00,517.00,433.00,0.00,3.00
5451.00,3.00,398.36,27885.00,5.00,7.00,1.00,1.00,0.00,0.00,0.00
5452.00,0.00,848.16,6560530.00,186.00,216.00,279.00,341.00,517.00,8.00,0.00
5453.00,0.00,550.88,71615.00,10.00,1.00,10.00,3.00,2.00,0.00,0.00
5454.00,0.00,820.42,283045.00,16.00,4.00,18.00,3.00,28.00,0.00,0.00
5455.00,0.00,475.91,801900.00,99.00,102.00,92.00,44.00,0.00,0.00,0.00
5456.00,0.00,930.73,1098260.00,5.00,15.00,44.00,98.00,74.00,0.00,0.00
5457.00,0.00,689.53,465430.00,22.00,28.00,27.00,39.00,19.00,0.00,0.00
5458.00,0.00,927.46,2137795.00,54.00,53.00,51.00,105.00,193.00,5.00,0.00
5458.00,1.00,710.28,685420.00,39.00,43.00,19.00,55.00,37.00,0.00,0.00
5459.00,0.00,852.21,1623460.00,36.00,42.00,89.00,94.00,118.00,2.00,0.00
5459.00,1.00,264.00,6600.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
5460.00,0.00,708.36,945655.00,32.00,40.00,54.00,125.00,16.00,0.00,0.00
5461.00,0.00,739.32,3149495.00,144.00,201.00,110.00,192.00,204.00,0.00,1.00
5462.00,0.00,600.99,1526505.00,128.00,138.00,103.00,75.00,61.00,2.00,1.00
5463.00,0.00,762.86,591220.00,34.00,19.00,28.00,31.00,43.00,0.00,0.00
5464.00,0.00,780.74,6932930.00,226.00,267.00,375.00,489.00,417.00,1.00,1.00
5465.00,0.00,839.27,2580770.00,79.00,88.00,94.00,154.00,200.00,0.00,0.00
5466.00,0.00,742.70,731560.00,28.00,47.00,30.00,46.00,46.00,0.00,0.00
5467.00,0.00,786.52,12320840.00,371.00,512.00,618.00,878.00,746.00,8.00,0.00
5468.00,0.00,817.55,6405515.00,234.00,258.00,198.00,410.00,458.00,6.00,3.00
5469.00,0.00,787.10,6414900.00,170.00,291.00,325.00,447.00,396.00,1.00,0.00
5470.00,0.00,879.82,1403310.00,35.00,53.00,39.00,66.00,126.00,0.00,0.00
5471.00,0.00,768.94,65360.00,9.00,0.00,0.00,0.00,8.00,0.00,0.00
5472.00,0.00,783.60,2429145.00,43.00,121.00,139.00,179.00,138.00,0.00,0.00
5473.00,0.00,561.83,460700.00,37.00,49.00,34.00,36.00,8.00,0.00,0.00
5474.00,0.00,728.95,761755.00,15.00,66.00,49.00,33.00,43.00,3.00,0.00
5475.00,0.00,846.21,617730.00,25.00,17.00,22.00,28.00,54.00,0.00,0.00
5476.00,0.00,264.00,6600.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
5476.00,1.00,793.82,1004180.00,46.00,35.00,56.00,32.00,83.00,1.00,0.00
5476.00,2.00,649.68,2816375.00,129.00,206.00,217.00,241.00,70.00,2.00,2.00
5476.00,3.00,774.97,1007465.00,24.00,51.00,50.00,79.00,56.00,0.00,0.00
5476.00,4.00,822.34,530410.00,19.00,26.00,20.00,23.00,39.00,0.00,2.00
5477.00,0.00,794.70,619865.00,24.00,27.00,16.00,50.00,38.00,1.00,0.00
5478.00,0.00,856.10,2320035.00,58.00,45.00,96.00,190.00,153.00,0.00,0.00
5478.00,1.00,836.34,9396260.00,236.00,258.00,457.00,665.00,627.00,0.00,4.00
5479.00,0.00,569.74,333300.00,14.00,15.00,72.00,16.00,0.00,0.00,0.00
5479.00,1.00,826.37,5359040.00,155.00,199.00,179.00,399.00,362.00,3.00,0.00
5479.00,2.00,693.14,1316970.00,58.00,104.00,70.00,73.00,75.00,0.00,0.00
5480.00,0.00,902.98,5982245.00,106.00,184.00,194.00,327.00,513.00,0.00,1.00
5481.00,0.00,980.00,117600.00,6.00,1.00,1.00,1.00,15.00,0.00,0.00
5481.00,1.00,696.88,540080.00,33.00,10.00,36.00,62.00,14.00,0.00,0.00
5482.00,0.00,450.35,153120.00,26.00,21.00,11.00,10.00,0.00,0.00,0.00
5483.00,0.00,333.47,31680.00,9.00,10.00,0.00,0.00,0.00,0.00,0.00
5484.00,0.00,574.85,419640.00,40.00,42.00,28.00,18.00,18.00,0.00,0.00
5484.00,1.00,776.57,2985925.00,60.00,147.00,189.00,207.00,160.00,6.00,0.00
5485.00,0.00,735.62,3247755.00,96.00,187.00,235.00,181.00,181.00,2.00,1.00
5486.00,0.00,885.30,1726330.00,53.00,29.00,42.00,138.00,127.00,1.00,0.00
5487.00,0.00,795.40,1189130.00,38.00,61.00,34.00,88.00,77.00,1.00,0.00
5488.00,0.00,676.99,294490.00,11.00,30.00,18.00,9.00,19.00,0.00,0.00
5489.00,0.00,787.64,334745.00,13.00,7.00,16.00,32.00,17.00,0.00,0.00
5490.00,0.00,765.20,5804025.00,203.00,289.00,254.00,435.00,332.00,2.00,2.00
5491.00,0.00,763.93,5011410.00,201.00,229.00,238.00,340.00,295.00,8.00,1.00
5492.00,0.00,751.80,12134080.00,392.00,571.00,813.00,745.00,700.00,7.00,0.00
5493.00,0.00,629.75,37785.00,5.00,0.00,0.00,7.00,0.00,0.00,0.00
5494.00,0.00,797.35,362795.00,16.00,30.00,6.00,0.00,38.00,1.00,0.00
5495.00,0.00,904.12,2395920.00,57.00,97.00,36.00,116.00,222.00,2.00,0.00
5495.00,1.00,780.10,7656680.00,229.00,311.00,423.00,541.00,458.00,1.00,0.00
5495.00,2.00,841.99,1444010.00,22.00,47.00,70.00,116.00,87.00,0.00,1.00
5496.00,0.00,835.87,5324480.00,167.00,157.00,224.00,335.00,388.00,1.00,2.00
5496.00,1.00,615.72,1092900.00,125.00,71.00,39.00,67.00,48.00,5.00,0.00
5497.00,0.00,440.85,540045.00,78.00,91.00,55.00,21.00,0.00,0.00,0.00
5498.00,0.00,264.00,7920.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
5499.00,0.00,281.60,21120.00,13.00,2.00,0.00,0.00,0.00,0.00,0.00
5499.00,1.00,757.87,3698405.00,161.00,177.00,157.00,245.00,236.00,0.00,0.00
5499.00,2.00,531.11,140745.00,17.00,8.00,15.00,13.00,0.00,0.00,0.00
5500.00,0.00,473.55,47355.00,7.00,5.00,5.00,3.00,0.00,0.00,0.00
5501.00,0.00,782.33,3141035.00,98.00,161.00,155.00,169.00,219.00,0.00,1.00
5502.00,0.00,702.46,228300.00,13.00,5.00,19.00,19.00,9.00,0.00,0.00
5503.00,0.00,747.92,3548890.00,136.00,204.00,163.00,231.00,211.00,4.00,0.00
5504.00,0.00,660.87,1873575.00,52.00,175.00,137.00,137.00,66.00,0.00,0.00
5505.00,0.00,890.95,289560.00,5.00,3.00,25.00,5.00,27.00,0.00,0.00
5506.00,0.00,473.12,210540.00,14.00,49.00,14.00,12.00,0.00,0.00,0.00
5506.00,1.00,783.58,1296820.00,44.00,54.00,87.00,46.00,100.00,0.00,0.00
5506.00,2.00,380.60,57090.00,17.00,4.00,9.00,0.00,0.00,0.00,0.00
5507.00,0.00,638.25,418055.00,30.00,25.00,23.00,42.00,11.00,0.00,0.00
5508.00,0.00,711.12,821345.00,48.00,28.00,62.00,48.00,44.00,1.00,0.00
5509.00,0.00,788.55,2957050.00,119.00,83.00,122.00,265.00,158.00,2.00,1.00
5510.00,0.00,818.99,3292320.00,58.00,98.00,188.00,276.00,183.00,1.00,0.00
5511.00,0.00,668.07,885195.00,48.00,79.00,47.00,37.00,54.00,0.00,0.00
5512.00,0.00,982.54,275110.00,7.00,0.00,1.00,26.00,22.00,0.00,0.00
5512.00,1.00,635.43,308185.00,27.00,15.00,16.00,31.00,7.00,1.00,0.00
5513.00,0.00,757.00,878125.00,19.00,22.00,82.00,78.00,28.00,3.00,0.00
5514.00,0.00,781.67,7054595.00,211.00,357.00,328.00,466.00,429.00,13.00,1.00
5515.00,0.00,787.34,830645.00,27.00,35.00,58.00,33.00,53.00,5.00,0.00
5515.00,1.00,1022.60,685145.00,11.00,0.00,6.00,58.00,59.00,0.00,0.00
5516.00,0.00,777.45,1539350.00,65.00,68.00,25.00,157.00,80.00,1.00,0.00
5516.00,1.00,703.69,2973100.00,131.00,169.00,223.00,160.00,160.00,2.00,0.00
5516.00,2.00,807.91,3320520.00,104.00,104.00,164.00,239.00,207.00,4.00,0.00
5517.00,0.00,670.26,569720.00,38.00,25.00,39.00,45.00,23.00,0.00,0.00
5518.00,0.00,908.55,1267425.00,26.00,47.00,35.00,48.00,123.00,0.00,0.00
5519.00,0.00,264.00,6600.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
5520.00,0.00,742.84,4999340.00,183.00,292.00,283.00,267.00,320.00,1.00,0.00
5521.00,0.00,768.80,2844565.00,132.00,127.00,126.00,149.00,205.00,1.00,0.00
5522.00,0.00,715.50,1524020.00,72.00,71.00,79.00,139.00,65.00,0.00,0.00
5523.00,0.00,470.67,430665.00,66.00,52.00,42.00,17.00,6.00,0.00,0.00
5524.00,0.00,728.22,4045250.00,186.00,220.00,213.00,250.00,242.00,0.00,0.00
5524.00,1.00,733.83,8861005.00,320.00,468.00,546.00,639.00,428.00,7.00,7.00
5524.00,2.00,879.51,470540.00,6.00,9.00,2.00,73.00,17.00,0.00,0.00
5525.00,0.00,760.34,4824350.00,127.00,242.00,312.00,325.00,251.00,12.00,0.00
5526.00,0.00,659.52,4507830.00,270.00,269.00,362.00,266.00,197.00,1.00,2.00
5527.00,0.00,326.86,34320.00,11.00,10.00,0.00,0.00,0.00,0.00,0.00
5528.00,0.00,953.66,1988390.00,39.00,24.00,72.00,94.00,188.00,0.00,0.00
5529.00,0.00,896.13,3235040.00,50.00,71.00,91.00,292.00,218.00,0.00,0.00
5530.00,0.00,843.93,4481290.00,154.00,131.00,153.00,282.00,339.00,1.00,2.00
5531.00,0.00,950.50,2618635.00,51.00,20.00,97.00,151.00,232.00,0.00,0.00
5532.00,0.00,264.00,15840.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00
5533.00,0.00,1129.32,214570.00,5.00,0.00,1.00,4.00,28.00,0.00,0.00
5533.00,1.00,624.81,512345.00,21.00,43.00,43.00,49.00,8.00,0.00,0.00
5534.00,0.00,782.15,4024180.00,99.00,159.00,219.00,345.00,205.00,2.00,0.00
5535.00,0.00,676.67,828925.00,65.00,46.00,41.00,41.00,52.00,0.00,0.00
5535.00,1.00,291.50,34980.00,19.00,5.00,0.00,0.00,0.00,0.00,0.00
5536.00,0.00,792.00,6470625.00,162.00,330.00,331.00,366.00,441.00,4.00,0.00
5536.00,1.00,810.56,2492465.00,38.00,112.00,136.00,179.00,147.00,2.00,1.00
5537.00,0.00,264.00,10560.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00
5538.00,0.00,1015.22,918770.00,10.00,14.00,9.00,62.00,86.00,0.00,0.00
5539.00,0.00,684.78,746410.00,43.00,46.00,53.00,30.00,46.00,0.00,0.00
5540.00,0.00,368.92,71940.00,8.00,31.00,0.00,0.00,0.00,0.00,0.00
5541.00,0.00,778.67,887685.00,47.00,52.00,26.00,21.00,81.00,1.00,0.00
5542.00,0.00,299.54,19470.00,11.00,1.00,1.00,0.00,0.00,0.00,0.00
5543.00,0.00,618.43,618435.00,43.00,56.00,58.00,4.00,39.00,0.00,0.00
5543.00,1.00,732.87,985710.00,24.00,43.00,102.00,50.00,49.00,0.00,1.00
5543.00,2.00,715.57,1914140.00,60.00,132.00,103.00,151.00,89.00,0.00,0.00
5544.00,0.00,599.44,509525.00,44.00,24.00,37.00,63.00,2.00,0.00,0.00
5545.00,0.00,622.82,716245.00,59.00,55.00,29.00,62.00,25.00,0.00,0.00
5546.00,0.00,669.40,431765.00,28.00,28.00,16.00,40.00,17.00,0.00,0.00
5546.00,1.00,801.43,2756920.00,77.00,101.00,134.00,224.00,146.00,2.00,4.00
5547.00,0.00,760.14,167230.00,8.00,0.00,4.00,31.00,1.00,0.00,0.00
5548.00,0.00,264.00,14520.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
5549.00,0.00,590.53,811980.00,41.00,82.00,64.00,82.00,6.00,0.00,0.00
5550.00,0.00,2633.53,4951030.00,9.00,3.00,2.00,6.00,47.00,47.00,262.00
5551.00,0.00,2779.84,10452180.00,11.00,3.00,2.00,5.00,43.00,123.00,565.00
5551.00,1.00,2810.56,3189980.00,7.00,2.00,0.00,3.00,7.00,26.00,182.00
5552.00,0.00,2742.49,9118795.00,15.00,2.00,5.00,11.00,49.00,79.00,504.00
5553.00,0.00,2716.05,2892590.00,7.00,3.00,3.00,3.00,10.00,26.00,161.00
5554.00,0.00,2597.75,14300600.00,12.00,10.00,13.00,34.00,94.00,234.00,704.00
5555.00,0.00,2736.62,18786915.00,13.00,7.00,14.00,24.00,100.00,203.00,1012.00
5556.00,0.00,2717.26,7866470.00,15.00,4.00,8.00,7.00,23.00,102.00,420.00
5557.00,0.00,2720.53,11861515.00,14.00,0.00,17.00,15.00,49.00,144.00,633.00
5557.00,1.00,264.00,5280.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
5557.00,2.00,2734.78,11404040.00,11.00,12.00,9.00,17.00,50.00,108.00,627.00
5557.00,3.00,2570.08,3739465.00,13.00,0.00,15.00,1.00,17.00,52.00,193.00
5557.00,4.00,2728.68,9031925.00,8.00,0.00,7.00,14.00,46.00,105.00,482.00
5558.00,0.00,2586.64,8522970.00,10.00,0.00,11.00,16.00,95.00,90.00,437.00
5559.00,0.00,2769.95,1828170.00,5.00,1.00,2.00,2.00,1.00,18.00,103.00
5560.00,0.00,2249.94,933725.00,8.00,0.00,0.00,2.00,5.00,35.00,33.00
5561.00,0.00,2708.38,7624080.00,6.00,2.00,7.00,15.00,31.00,102.00,400.00
5562.00,0.00,2705.46,31396885.00,30.00,13.00,23.00,36.00,162.00,411.00,1646.00
5562.00,1.00,2569.50,4766415.00,16.00,3.00,7.00,1.00,23.00,88.00,233.00
5563.00,0.00,2766.53,3582660.00,10.00,1.00,4.00,2.00,16.00,18.00,208.00
5564.00,0.00,2688.95,11723815.00,16.00,4.00,15.00,24.00,49.00,140.00,624.00
5565.00,0.00,2722.46,5553815.00,8.00,0.00,5.00,5.00,30.00,62.00,298.00
5566.00,0.00,2643.65,24916375.00,25.00,10.00,31.00,32.00,172.00,340.00,1275.00
5567.00,0.00,2648.75,26725920.00,28.00,18.00,32.00,50.00,163.00,337.00,1390.00
5567.00,1.00,2757.69,15829155.00,16.00,8.00,15.00,16.00,42.00,199.00,852.00
5567.00,2.00,2586.87,4061390.00,10.00,1.00,3.00,1.00,24.00,82.00,193.00
5568.00,0.00,2693.76,26641265.00,28.00,19.00,38.00,50.00,124.00,283.00,1436.00
5569.00,0.00,2603.44,9775900.00,19.00,1.00,7.00,13.00,51.00,190.00,470.00
5569.00,1.00,2531.27,11137575.00,21.00,15.00,13.00,20.00,83.00,189.00,539.00
5570.00,0.00,2756.65,4741445.00,15.00,5.00,1.00,6.00,19.00,20.00,278.00
5571.00,0.00,2590.72,7357635.00,10.00,3.00,10.00,23.00,52.00,94.00,376.00
5572.00,0.00,2599.59,1130820.00,5.00,0.00,2.00,0.00,2.00,22.00,56.00
5573.00,0.00,2615.80,8082820.00,14.00,6.00,2.00,21.00,60.00,96.00,419.00
5573.00,1.00,2103.96,988860.00,6.00,1.00,1.00,2.00,9.00,51.00,24.00
5574.00,0.00,2494.03,6995745.00,20.00,2.00,8.00,10.00,72.00,116.00,333.00
5574.00,1.00,2780.52,9565000.00,17.00,0.00,15.00,15.00,34.00,55.00,552.00
5575.00,0.00,2368.28,1539385.00,8.00,0.00,1.00,1.00,28.00,20.00,72.00
5576.00,0.00,2604.77,5548150.00,10.00,6.00,4.00,4.00,39.00,85.00,278.00
5576.00,1.00,2654.77,17441845.00,16.00,10.00,17.00,21.00,103.00,262.00,885.00
5577.00,0.00,2534.61,10049725.00,29.00,7.00,16.00,33.00,67.00,128.00,513.00
5577.00,1.00,2583.63,2041070.00,6.00,0.00,0.00,2.00,12.00,41.00,97.00
5578.00,0.00,2860.69,17536030.00,14.00,3.00,9.00,6.00,31.00,179.00,984.00
5579.00,0.00,2565.13,2565130.00,5.00,0.00,5.00,9.00,19.00,30.00,132.00
5580.00,0.00,2717.25,62116265.00,46.00,25.00,64.00,79.00,323.00,726.00,3309.00
5581.00,0.00,1364.76,170595.00,8.00,0.00,0.00,1.00,3.00,13.00,0.00
5582.00,0.00,2365.12,2507025.00,13.00,0.00,4.00,9.00,31.00,37.00,118.00
5583.00,0.00,2671.29,1442495.00,6.00,0.00,1.00,2.00,7.00,12.00,80.00
5584.00,0.00,2684.51,8912585.00,14.00,3.00,4.00,10.00,48.00,122.00,463.00
5585.00,0.00,2615.89,16846335.00,24.00,12.00,19.00,36.00,64.00,301.00,832.00
5586.00,0.00,2646.57,23395700.00,34.00,18.00,26.00,43.00,145.00,270.00,1232.00
5587.00,0.00,2836.26,1928660.00,6.00,0.00,2.00,2.00,6.00,2.00,118.00
5587.00,1.00,2110.50,485415.00,13.00,0.00,0.00,3.00,1.00,1.00,28.00
5588.00,0.00,2655.38,18269040.00,33.00,16.00,21.00,24.00,97.00,221.00,964.00
5588.00,1.00,2696.34,21031455.00,25.00,14.00,20.00,27.00,107.00,249.00,1118.00
5588.00,2.00,2490.41,6313185.00,9.00,1.00,6.00,4.00,63.00,151.00,273.00
5588.00,3.00,2787.59,9854115.00,10.00,1.00,3.00,18.00,38.00,89.00,548.00
5588.00,4.00,1337.62,53505.00,5.00,0.00,0.00,0.00,0.00,0.00,3.00
5588.00,5.00,2612.04,18336555.00,10.00,4.00,23.00,20.00,99.00,387.00,861.00
5588.00,6.00,2363.26,319040.00,5.00,1.00,1.00,0.00,0.00,1.00,19.00
5589.00,0.00,2790.45,31280995.00,30.00,15.00,36.00,25.00,102.00,286.00,1748.00
5590.00,0.00,2739.25,8793000.00,15.00,5.00,6.00,13.00,28.00,94.00,481.00
5590.00,1.00,2673.24,1804440.00,5.00,0.00,0.00,0.00,14.00,21.00,95.00
5591.00,0.00,2593.55,2308260.00,9.00,1.00,0.00,2.00,16.00,32.00,118.00
5592.00,0.00,2627.70,21547105.00,46.00,20.00,27.00,31.00,89.00,322.00,1105.00
5593.00,0.00,2642.53,475655.00,5.00,0.00,0.00,0.00,0.00,3.00,28.00
5593.00,1.00,2827.88,7338355.00,11.00,5.00,4.00,5.00,17.00,56.00,421.00
5593.00,2.00,2758.58,21392775.00,21.00,15.00,18.00,21.00,76.00,232.00,1168.00
5593.00,3.00,2644.36,15839730.00,25.00,8.00,13.00,19.00,82.00,252.00,799.00
